
8212;92;141;6;Nile1;x;;;;;;;;;;;;;;;;;;;,
8213;134;144;134;Nile2;x;;;;;;;;;;;;;;;;;;;,
8214;176;147;7;Nile3;x;;;;;;;;;;;;;;;;;;;,
8215;8;150;135;Nile4;x;;;;;;;;;;;;;;;;;;;,
8216;50;153;8;Nile5;x;;;;;;;;;;;;;;;;;;;,
8217;92;156;136;Nile6;x;;;;;;;;;;;;;;;;;;;,
8218;134;159;9;Nile7;x;;;;;;;;;;;;;;;;;;;,
8219;176;162;137;Nile8;x;;;;;;;;;;;;;;;;;;;,
8220;8;165;10;Nile9;x;;;;;;;;;;;;;;;;;;;,
8221;50;168;138;Nile10;x;;;;;;;;;;;;;;;;;;;,
8222;92;171;11;Nile11;x;;;;;;;;;;;;;;;;;;;,
8223;134;174;139;Nile12;x;;;;;;;;;;;;;;;;;;;,
8224;176;177;12;Nile13;x;;;;;;;;;;;;;;;;;;;,
8225;8;180;140;Nile14;x;;;;;;;;;;;;;;;;;;;,
8226;50;183;13;Nile15;x;;;;;;;;;;;;;;;;;;;,
8227;92;186;141;Nile16;x;;;;;;;;;;;;;;;;;;;,
8228;134;189;14;Nile17;x;;;;;;;;;;;;;;;;;;;,
8229;176;192;142;Nile18;x;;;;;;;;;;;;;;;;;;;,
8230;8;195;15;Nile19;x;;;;;;;;;;;;;;;;;;;,
8231;50;198;143;Nile20;x;;;;;;;;;;;;;;;;;;;,
8232;92;201;16;Nile21;x;;;;;;;;;;;;;;;;;;;,
8233;134;204;144;Nile22;x;;;;;;;;;;;;;;;;;;;,
8234;176;207;17;Nile23;x;;;;;;;;;;;;;;;;;;;,
8235;8;210;145;Nile24;x;;;;;;;;;;;;;;;;;;;,
8236;50;0;18;Nile25;x;;;;;;;;;;;;;;;;;;;,
8237;92;3;146;Nile26;x;;;;;;;;;;;;;;;;;;;,
8238;134;6;19;Nile27;x;;;;;;;;;;;;;;;;;;;,
8239;176;9;147;Nile28;x;;;;;;;;;;;;;;;;;;;,
8240;8;12;20;Nile29;x;;;;;;;;;;;;;;;;;;;,
8241;50;15;148;WhiteNile1;x;;;;;;;;;;;;;;;;;;;,
8242;92;18;21;WhiteNile2;x;;;;;;;;;;;;;;;;;;;,
8243;134;21;149;WhiteNile3;x;;;;;;;;;;;;;;;;;;;,
8244;176;24;22;WhiteNile4;x;;;;;;;;;;;;;;;;;;;,
8245;8;27;150;WhiteNile5;x;;;;;;;;;;;;;;;;;;;,
8246;50;30;23;WhiteNile6;x;;;;;;;;;;;;;;;;;;;,
8247;92;33;151;WhiteNile7;x;;;;;;;;;;;;;;;;;;;,
8248;134;36;24;Atbarah1;x;;;;;;;;;;;;;;;;;;;,
8249;176;39;152;Atbarah2;x;;;;;;;;;;;;;;;;;;;,
8250;8;42;25;Atbarah3;x;;;;;;;;;;;;;;;;;;;,
8251;50;45;153;Atbarah4;x;;;;;;;;;;;;;;;;;;;,
8252;92;48;26;Atbarah5;x;;;;;;;;;;;;;;;;;;;,
8253;134;51;154;Baetis1;x;;;;;;;;;;;;;;;;;;;,
8254;176;54;27;Baetis2;x;;;;;;;;;;;;;;;;;;;,
8255;8;57;155;Baetis3;x;;;;;;;;;;;;;;;;;;;,
8256;50;60;28;Baetis4;x;;;;;;;;;;;;;;;;;;;,
8257;92;63;156;Flumen Anas1;x;;;;;;;;;;;;;;;;;;;,
8258;134;66;29;Flumen Anas2;x;;;;;;;;;;;;;;;;;;;,
8259;176;69;157;Flumen Anas3;x;;;;;;;;;;;;;;;;;;;,
8260;8;72;30;Flumen Anas4;x;;;;;;;;;;;;;;;;;;;,
8261;50;75;158;Flumen Anas5;x;;;;;;;;;;;;;;;;;;;,
8262;92;78;31;Flumen Anas6;x;;;;;;;;;;;;;;;;;;;,
8263;134;81;159;Tagus1;x;;;;;;;;;;;;;;;;;;;,
8264;176;84;32;Tagus2;x;;;;;;;;;;;;;;;;;;;,
8265;8;87;160;Tagus3;x;;;;;;;;;;;;;;;;;;;,
8266;50;90;33;Tagus4;x;;;;;;;;;;;;;;;;;;;,
8267;92;93;161;Ebro1;x;;;;;;;;;;;;;;;;;;;,
8268;134;96;34;Ebro2;x;;;;;;;;;;;;;;;;;;;,
8269;176;99;162;Ebro3;x;;;;;;;;;;;;;;;;;;;,
8270;8;102;35;Ebro4;x;;;;;;;;;;;;;;;;;;;,
8271;50;105;163;Ebro5;x;;;;;;;;;;;;;;;;;;;,
8272;92;108;36;Ebro6;x;;;;;;;;;;;;;;;;;;;,
8273;134;111;164;Garonne1;x;;;;;;;;;;;;;;;;;;;,
8274;176;114;37;Garonne2;x;;;;;;;;;;;;;;;;;;;,
8275;8;117;165;Garonne3;x;;;;;;;;;;;;;;;;;;;,
8276;50;120;38;Garonne4;x;;;;;;;;;;;;;;;;;;;,
8277;92;123;166;Dordogne1;x;;;;;;;;;;;;;;;;;;;,
8278;134;126;39;Dordogne2;x;;;;;;;;;;;;;;;;;;;,
8279;176;129;167;Dordogne3;x;;;;;;;;;;;;;;;;;;;,
8280;8;132;40;Loire1;x;;;;;;;;;;;;;;;;;;;,
8281;50;135;168;Loire2;x;;;;;;;;;;;;;;;;;;;,
8282;92;138;41;Loire3;x;;;;;;;;;;;;;;;;;;;,
8283;134;141;169;Loire4;x;;;;;;;;;;;;;;;;;;;,
8284;176;144;42;Loire5;x;;;;;;;;;;;;;;;;;;;,
8285;8;147;170;Loire6;x;;;;;;;;;;;;;;;;;;;,
8286;50;150;43;Loire7;x;;;;;;;;;;;;;;;;;;;,
8287;92;153;171;Seine1;x;;;;;;;;;;;;;;;;;;;,
8288;134;156;44;Seine2;x;;;;;;;;;;;;;;;;;;;,
8289;176;159;172;Seine3;x;;;;;;;;;;;;;;;;;;;,
8290;8;162;45;Seine4;x;;;;;;;;;;;;;;;;;;;,
8291;50;165;173;Seine5;x;;;;;;;;;;;;;;;;;;;,
8292;92;168;46;Seine6;x;;;;;;;;;;;;;;;;;;;,
8293;134;171;174;Ems1;x;;;;;;;;;;;;;;;;;;;,
8294;176;174;47;Yonne1;x;;;;;;;;;;;;;;;;;;;,
8295;8;177;175;Yonne2;x;;;;;;;;;;;;;;;;;;;,
8296;50;180;48;Marne1;x;;;;;;;;;;;;;;;;;;;,
8297;92;183;176;Marne2;x;;;;;;;;;;;;;;;;;;;,
8298;134;186;49;Marne3;x;;;;;;;;;;;;;;;;;;;,
8299;176;189;177;Marne4;x;;;;;;;;;;;;;;;;;;;,
8300;8;192;50;Oise1;x;;;;;;;;;;;;;;;;;;;,
8301;50;195;178;Oise2;x;;;;;;;;;;;;;;;;;;;,
8302;92;198;51;Oise3;x;;;;;;;;;;;;;;;;;;;,
8303;134;201;179;Oise4;x;;;;;;;;;;;;;;;;;;;,
8304;176;204;52;Aisne1;x;;;;;;;;;;;;;;;;;;;,
8305;8;207;180;Aisne2;x;;;;;;;;;;;;;;;;;;;,
8306;50;210;53;Rhone1;x;;;;;;;;;;;;;;;;;;;,
8307;92;0;181;Rhone2;x;;;;;;;;;;;;;;;;;;;,
8308;134;3;54;Rhone3;x;;;;;;;;;;;;;;;;;;;,
8309;176;6;182;Rhone4;x;;;;;;;;;;;;;;;;;;;,
8310;8;9;55;Saone1;x;;;;;;;;;;;;;;;;;;;,
8311;50;12;183;Saone2;x;;;;;;;;;;;;;;;;;;;,
8312;92;15;56;Saone3;x;;;;;;;;;;;;;;;;;;;,
8313;134;18;184;Thames1;x;;;;;;;;;;;;;;;;;;;,
8314;176;21;57;Thames2;x;;;;;;;;;;;;;;;;;;;,
8315;8;24;185;Thames3;x;;;;;;;;;;;;;;;;;;;,
8316;50;27;58;Avon1;x;;;;;;;;;;;;;;;;;;;,
8317;92;30;186;Avon2;x;;;;;;;;;;;;;;;;;;;,
8318;134;33;59;Avon3;x;;;;;;;;;;;;;;;;;;;,
8319;176;36;187;Shannon1;x;;;;;;;;;;;;;;;;;;;,
8320;8;39;60;Shannon2 Shannon3-6306;x;;;;;;;;;;;;;;;;;;;,
8321;50;42;188;Rhine1;x;;;;;;;;;;;;;;;;;;;,
8322;92;45;61;Rhine2;x;;;;;;;;;;;;;;;;;;;,
8323;134;48;189;Rhine3;x;;;;;;;;;;;;;;;;;;;,
8324;176;51;62;Rhine4;x;;;;;;;;;;;;;;;;;;;,
8325;8;54;190;Rhine5;x;;;;;;;;;;;;;;;;;;;,
8326;50;57;63;Main1;x;;;;;;;;;;;;;;;;;;;,
8327;92;60;191;Moselle1;x;;;;;;;;;;;;;;;;;;;,
8328;134;63;64;Moselle2;x;;;;;;;;;;;;;;;;;;;,
8329;176;66;192;Moselle3;x;;;;;;;;;;;;;;;;;;;,
8330;8;69;65;Maas1;x;;;;;;;;;;;;;;;;;;;,
8331;50;72;193;Maas2;x;;;;;;;;;;;;;;;;;;;,
8332;92;75;66;Maas3;x;;;;;;;;;;;;;;;;;;;,
8333;134;78;194;Maas4;x;;;;;;;;;;;;;;;;;;;,
8334;176;81;67;Maas5;x;;;;;;;;;;;;;;;;;;;,
8335;8;84;195;Maas6;x;;;;;;;;;;;;;;;;;;;,
8336;50;87;68;Maas7;x;;;;;;;;;;;;;;;;;;;,
8337;92;90;196;Maas8;x;;;;;;;;;;;;;;;;;;;,
8338;134;93;69;IJssel1;x;;;;;;;;;;;;;;;;;;;,
8339;176;96;197;Elbe1;x;;;;;;;;;;;;;;;;;;;,
8340;8;99;70;Elbe2;x;;;;;;;;;;;;;;;;;;;,
8341;50;102;198;Elbe3;x;;;;;;;;;;;;;;;;;;;,
8342;92;105;71;Elbe4;x;;;;;;;;;;;;;;;;;;;,
8343;134;108;199;Elbe5;x;;;;;;;;;;;;;;;;;;;,
8344;176;111;72;Saale1;x;;;;;;;;;;;;;;;;;;;,
8345;8;114;200;Saale2;x;;;;;;;;;;;;;;;;;;;,
8346;50;117;73;Oder1;x;;;;;;;;;;;;;;;;;;;,
8347;92;120;201;Oder2;x;;;;;;;;;;;;;;;;;;;,
